Taxon,TaxonID,Species,AGORA2_Species
taxid_33025,33025,Phascolarctobacterium faecium,Phascolarctobacterium_faecium
taxid_626940,626940,Phascolarctobacterium succinatutens,Phascolarctobacterium_succinatutens
taxid_661,661,Photobacterium angustum,Photobacterium_angustum
taxid_38293,38293,Photobacterium damselae,Photobacterium_damselae
taxid_553611,553611,Photobacterium leiognathi,Photobacterium_leiognathi
taxid_1756993,1756993,Phytobacter sp. SCO41,Phytobacter_sp_SCO41
taxid_1972431,1972431,Phytobacter ursingii CAV1151,Phytobacter_ursingii
taxid_1499687,1499687,Planococcus massiliensis,Planococcus_massiliensis
taxid_703,703,Plesiomonas shigelloides,Plesiomonas_shigelloides
taxid_1334193,1334193,Pluralibacter [Enterobacter] lignolyticus,Enterobacter_lignolyticus
taxid_837,837,Porphyromonas gingivalis,Porphyromonas_gingivalis
taxid_266762,266762,Porphyromonas gingivicanis,Porphyromonas_gingivicanis
taxid_281920,281920,Porphyromonas uenonis,Porphyromonas_uenonis
taxid_77768,77768,Prevotella albensis,Prevotella_albensis
taxid_419005,419005,Prevotella amnii,Prevotella_amnii
taxid_305719,305719,Prevotella baroniae,Prevotella_baroniae
taxid_242750,242750,Prevotella bergensis,Prevotella_bergensis
taxid_28125,28125,Prevotella bivia,Prevotella_bivia
taxid_83231,83231,Prevotella brevis,Prevotella_brevis
taxid_77095,77095,Prevotella bryantii,Prevotella_bryantii
taxid_28126,28126,Prevotella buccae,Prevotella_buccae
taxid_28127,28127,Prevotella buccalis,Prevotella_buccalis
taxid_165179,165179,Prevotella copri,Prevotella_copri
taxid_28128,28128,Prevotella corporis,Prevotella_corporis
taxid_52227,52227,Prevotella dentalis,Prevotella_dentalis
taxid_589537,589537,Prevotella dentasini,Prevotella_dentasini
taxid_28129,28129,Prevotella denticola,Prevotella_denticola
taxid_28130,28130,Prevotella disiens,Prevotella_disiens
taxid_470565,470565,Prevotella histicola,Prevotella_histicola
taxid_28131,28131,Prevotella intermedia,Prevotella_intermedia
taxid_439703,439703,Prevotella maculosa,Prevotella_maculosa
taxid_28132,28132,Prevotella melaninogenica,Prevotella_melaninogenica
taxid_282402,282402,Prevotella multiformis,Prevotella_multiformis
taxid_310514,310514,Prevotella multisaccharivorax,Prevotella_multisaccharivorax
taxid_28133,28133,Prevotella nigrescens,Prevotella_nigrescens
taxid_28134,28134,Prevotella oralis,Prevotella_oralis
taxid_28135,28135,Prevotella oris,Prevotella_oris
taxid_28136,28136,Prevotella oulorum,Prevotella_oulorum
taxid_60133,60133,Prevotella pallens,Prevotella_pallens
taxid_407975,407975,Prevotella pleuritidis,Prevotella_pleuritidis
taxid_839,839,Prevotella ruminicola,Prevotella_ruminicola
taxid_228604,228604,Prevotella salivae,Prevotella_salivae
taxid_228603,228603,Prevotella shahii,Prevotella_shahii
taxid_563031,563031,Prevotella sp. C561,Prevotella_sp_C561
taxid_363265,363265,Prevotella stercorea,Prevotella_stercorea
taxid_386414,386414,Prevotella timonensis,Prevotella_timonensis
taxid_28137,28137,Prevotella veroralis,Prevotella_veroralis
taxid_1744,1744,Propionibacterium freudenreichii,Propionibacterium_freudenreichii
taxid_1203571,1203571,Propionibacterium sp. HGH0353,Propionibacterium_sp_HGH0353
taxid_584,584,Proteus mirabilis,Proteus_mirabilis
taxid_585,585,Proteus vulgaris,Proteus_vulgaris
taxid_126385,126385,Providencia alcalifaciens,Providencia_alcalifaciens
taxid_516074,516074,Providencia burhodogranariea,Providencia_burhodogranariea
taxid_587,587,Providencia rettgeri,Providencia_rettgeri
taxid_158850,158850,Providencia rustigianii,Providencia_rustigianii
taxid_588,588,Providencia stuartii,Providencia_stuartii
taxid_46206,46206,Pseudobutyrivibrio ruminis,Pseudobutyrivibrio_ruminis
taxid_106588,106588,Pseudoflavonifractor capillosus,Pseudoflavonifractor_capillosus
taxid_2292244,2292244,Pseudoflavonifractor sp. AF19-9AC,Pseudoflavonifractor_sp_AF19_9AC
taxid_1965576,1965576,Pseudoflavonifractor sp. An184,Pseudoflavonifractor_sp_An184
taxid_1871015,1871015,Pseudoflavonifractor sp. Marseille-P3106,Pseudoflavonifractor_sp_Marseille_P3106
taxid_98671,98671,Pseudoglutamicibacter albus,Pseudoglutamicibacter_albus
taxid_287,287,Pseudomonas aeruginosa,Pseudomonas_aeruginosa
taxid_294,294,Pseudomonas fluorescens,Pseudomonas_fluorescens
taxid_296,296,Pseudomonas fragi,Pseudomonas_fragi
taxid_522492,522492,Pseudomonas massiliensis,Pseudomonas_massiliensis
taxid_70775,70775,Pseudomonas plecoglossicida,Pseudomonas_plecoglossicida
taxid_380021,380021,Pseudomonas protegens,Pseudomonas_protegens
taxid_303,303,Pseudomonas putida,Pseudomonas_putida
taxid_316,316,Pseudomonas stutzeri,Pseudomonas_stutzeri
taxid_515393,515393,Pseudomonas yamanorum LMG 27247,Pseudomonas_yamanorum
taxid_1750,1750,Pseudopropionibacterium propionicum,Arachnia_propionica
taxid_113287,113287,Pseudoramibacter alactolyticus,Pseudoramibacter_alactolyticus
taxid_638849,638849,Pyramidobacter piscolens,Pyramidobacter_piscolens
taxid_34038,34038,Rahnella aquatilis,Rahnella_aquatilis
taxid_329,329,Ralstonia pickettii,Ralstonia_pickettii
taxid_54291,54291,Raoultella ornithinolytica,Raoultella_ornithinolytica
taxid_575,575,Raoultella planticola,Raoultella_planticola
taxid_577,577,Raoultella terrigena NBRC 14941,Raoultella_terrigena
taxid_445220,445220,Reyranella massiliensis,Reyranella_massiliensis
taxid_384,384,Rhizobium leguminosarum,Rhizobium_leguminosarum
taxid_1833,1833,Rhodococcus erythropolis,Rhodococcus_erythropolis
taxid_1829,1829,Rhodococcus rhodochrous,Rhodococcus_rhodochrous
taxid_28139,28139,Rikenella microfusus,Rikenella_microfusus
taxid_1329796,1329796,Risungbinella massiliensis,Risungbinella_massiliensis
taxid_180332,180332,Robinsoniella peoriensis,Robinsoniella_peoriensis
taxid_758,758,Rodentibacter pneumotropicus,Rodentibacter_pneumotropicus
taxid_1301100,1301100,Romboutsia [Clostridium] dakarense,Romboutsia_dakarense
taxid_89152,89152,Romboutsia [Clostridium] hiranonis,Peptacetobacter_hiranonis
taxid_1537,1537,Romboutsia lituseburensis A25K,Romboutsia_lituseburensis
taxid_2020948,2020948,Romboutsia maritimum CCRI-22766,Romboutsia_maritimum
taxid_2161817,2161817,Romboutsia sp. Marseille-P6047,Romboutsia_sp_Marseille_P6047
taxid_1776391,1776391,Romboutsia timonensis Marseille-P326,Romboutsia_timonensis
taxid_2020949,2020949,Romboutsia weinsteinii CCRI-19649,Romboutsia_weinsteinii
taxid_301302,301302,Roseburia faecis,Roseburia_faecis
taxid_301301,301301,Roseburia hominis,Roseburia_hominis
taxid_166486,166486,Roseburia intestinalis,Roseburia_intestinalis
taxid_360807,360807,Roseburia inulinivorans,Roseburia_inulinivorans
taxid_2293144,2293144,Roseburia sp. TF10-5,Roseburia_sp_TF10_5
taxid_204525,204525,Roseomonas cervicalis,Roseomonas_cervicalis
taxid_172042,172042,Rothia aeria,Rothia_aeria
taxid_2047,2047,Rothia dentocariosa,Rothia_dentocariosa
taxid_43675,43675,Rothia mucilaginosa,Rothia_mucilaginosa
taxid_1715161,1715161,Rothia sp. HMSC061D12,Rothia_sp_HMSC061D12
taxid_1739431,1739431,Rothia sp. HMSC061E04,Rothia_sp_HMSC061E04
taxid_1715153,1715153,Rothia sp. HMSC062F03,Rothia_sp_HMSC062F03
taxid_1715191,1715191,Rothia sp. HMSC064F07,Rothia_sp_HMSC064F07
taxid_1715084,1715084,Rothia sp. HMSC065C03,Rothia_sp_HMSC065C03
taxid_1739378,1739378,Rothia sp. HMSC068F09,Rothia_sp_HMSC068F09
taxid_1715109,1715109,Rothia sp. HMSC072B03,Rothia_sp_HMSC072B03
taxid_1739432,1739432,Rothia sp. HMSC072B04,Rothia_sp_HMSC072B04
taxid_1739448,1739448,Rothia sp. HMSC072E10,Rothia_sp_HMSC072E10
taxid_1631346,1631346,Rubeoparvulum massiliense,Rubeoparvulum_massiliense
taxid_2070688,2070688,Rubneribacter badeniensis ResAG-85,Rubneribacter_badeniensis
taxid_29355,29355,Ruminiclostridium cellobioparum,Ruminiclostridium_cellobioparum
taxid_29362,29362,Ruminiclostridium papyrosolvens,Ruminiclostridium_papyrosolvens
taxid_2292180,2292180,Ruminococcaceae bacterium AF10-16,Anaerotruncus_Ruminococcaceae_bacterium_AF10_16
taxid_2292270,2292270,Ruminococcaceae bacterium TF06-43,Anaerotruncus_Ruminococcaceae_bacterium_TF06_43
taxid_1549,1549,Ruminococcus [Clostridium] sporosphaeroides,Clostridium_sporosphaeroides
taxid_1264,1264,Ruminococcus albus,Ruminococcus_albus
taxid_1160721,1160721,Ruminococcus bicirculans,Ruminococcus_bicirculans
taxid_40518,40518,Ruminococcus bromii,Ruminococcus_bromii
taxid_40519,40519,Ruminococcus callidus,Ruminococcus_callidus
taxid_1161942,1161942,Ruminococcus champanellensis,Ruminococcus_champanellensis
taxid_592978,592978,Ruminococcus faecis,Ruminococcus_faecis
taxid_1265,1265,Ruminococcus flavefaciens,Ruminococcus_flavefaciens
taxid_438033,438033,Ruminococcus gauvreauii,Ruminococcus_gauvreauii
taxid_46228,46228,Ruminococcus lactaris,Ruminococcus_lactaris
taxid_457412,457412,Ruminococcus sp. 5_1_39BFAA,Ruminococcus_sp_5_1_39BFAA
taxid_2293147,2293147,Ruminococcus sp. AF14-5,Ruminococcus_sp_AF14_5
taxid_2293151,2293151,Ruminococcus sp. AF17-12,Ruminococcus_sp_AF17_12
taxid_2293158,2293158,Ruminococcus sp. AF19-29,Ruminococcus_sp_AF19_29
taxid_2293160,2293160,Ruminococcus sp. AF20-12LB,Ruminococcus_sp_AF20_12LB
taxid_2292251,2292251,Ruminococcus sp. AF21-42,Ruminococcus_sp_AF21_42
taxid_2293166,2293166,Ruminococcus sp. AF25-23LB,Ruminococcus_sp_AF25_23LB
taxid_2293167,2293167,Ruminococcus sp. AF25-28AC,Ruminococcus_sp_AF25_28AC
taxid_2293174,2293174,Ruminococcus sp. AF31-8BH,Ruminococcus_sp_AF31_8BH
taxid_2293176,2293176,Ruminococcus sp. AF33-11BH,Ruminococcus_sp_AF33_11BH
taxid_2292069,2292069,Ruminococcus sp. AF41-9,Ruminococcus_sp_AF41_9
taxid_2292072,2292072,Ruminococcus sp. AF46-10NS,Ruminococcus_sp_AF46_10NS
taxid_2293184,2293184,Ruminococcus sp. AM16-34,Ruminococcus_sp_AM16_34
taxid_2293190,2293190,Ruminococcus sp. AM26-12LB,Ruminococcus_sp_AM26_12LB
taxid_2293192,2293192,Ruminococcus sp. AM27-16,Ruminococcus_sp_AM27_16
taxid_2293198,2293198,Ruminococcus sp. AM29-12LB,Ruminococcus_sp_AM29_12LB
taxid_2293204,2293204,Ruminococcus sp. AM32-17LB,Ruminococcus_sp_AM32_17LB
taxid_2293207,2293207,Ruminococcus sp. AM34-9LB,Ruminococcus_sp_AM34_9LB
taxid_2293208,2293208,Ruminococcus sp. AM36-17,Ruminococcus_sp_AM36_17
taxid_2293212,2293212,Ruminococcus sp. AM40-10AC,Ruminococcus_sp_AM40_10AC
taxid_2293213,2293213,Ruminococcus sp. AM41-10BH,Ruminococcus_sp_AM41_10BH
taxid_2293215,2293215,Ruminococcus sp. AM42-10AC,Ruminococcus_sp_AM42_10AC
taxid_2292372,2292372,Ruminococcus sp. AM42-11,Ruminococcus_sp_AM42_11
taxid_2293217,2293217,Ruminococcus sp. AM44-9AT,Ruminococcus_sp_AM44_9AT
taxid_2293220,2293220,Ruminococcus sp. AM46-18,Ruminococcus_sp_AM46_18
taxid_2293224,2293224,Ruminococcus sp. AM50-15BH,Ruminococcus_sp_AM50_15BH
taxid_2293225,2293225,Ruminococcus sp. AM54-14NS,Ruminococcus_sp_AM54_14NS
taxid_1671366,1671366,Ruminococcus sp. DSM 100440,Ruminococcus_sp_DSM_100440
taxid_2293228,2293228,Ruminococcus sp. OF02-6,Ruminococcus_sp_OF02_6
taxid_2293229,2293229,Ruminococcus sp. OF03-6AA,Ruminococcus_sp_OF03_6AA
taxid_2302958,2302958,Ruminococcus sp. OM02-16LB,Ruminococcus_sp_OM02_16LB
taxid_2293231,2293231,Ruminococcus sp. OM04-4AA,Ruminococcus_sp_OM04_4AA
taxid_2293232,2293232,Ruminococcus sp. OM05-7,Ruminococcus_sp_OM05_7
taxid_2292376,2292376,Ruminococcus sp. OM08-7,Ruminococcus_sp_OM08_7
taxid_2293236,2293236,Ruminococcus sp. OM08-9BH,Ruminococcus_sp_OM08_9BH
taxid_2293237,2293237,Ruminococcus sp. TF06-23,Ruminococcus_sp_TF06_23
taxid_2293241,2293241,Ruminococcus sp. TF11-2AC,Ruminococcus_sp_TF11_2AC
taxid_2293244,2293244,Ruminococcus sp. TM09-4,Ruminococcus_sp_TM09_4
taxid_1550024,1550024,Ruthenibacterium lactatiformans,Ruthenibacterium_lactatiformans
taxid_205941,205941,Salinibacterium amurskyense,Salinibacterium_amurskyense
taxid_54736,54736,Salmonella bongori,Salmonella_bongori
taxid_28901,28901,Salmonella enterica,Salmonella_enterica
taxid_60920,60920,Sanguibacter keddieii DSM 10542,Sanguibacter_keddieii
taxid_230143,230143,Scardovia wiggsiae,Scardovia_wiggsiae
taxid_181487,181487,Schaalia cardiffensis,Schaalia_cardiffensis
taxid_52768,52768,Schaalia georgiae,Schaalia_georgiae
taxid_52773,52773,Schaalia meyeri,Schaalia_meyeri
taxid_1660,1660,Schaalia odontolytica,Schaalia_odontolytica
taxid_131111,131111,Schaalia turicensis,Schaalia_turicensis
taxid_55507,55507,Schwartzia succinivorans,Schwartzia_succinivorans
taxid_1120746,1120746,Sedimentisphaera bacterium MS4,bacterium_MS4
taxid_416586,416586,Selenomonas bovis,Selenomonas_bovis
taxid_135083,135083,Selenomonas noxia,Selenomonas_noxia
taxid_971,971,Selenomonas ruminantium,Selenomonas_ruminantium
taxid_999423,999423,Selenomonas sp. F0473,Selenomonas_sp_F0473
taxid_69823,69823,Selenomonas sputigena,Selenomonas_sputigena
taxid_1653434,1653434,Sellimonas intestinalis,Sellimonas_intestinalis
taxid_1473216,1473216,Senegalimassilia anaerobia,Senegalimassilia_anaerobia
taxid_614,614,Serratia liquefaciens,Serratia_liquefaciens
taxid_615,615,Serratia marcescens,Serratia_marcescens
taxid_61652,61652,Serratia rubidaea,Serratia_rubidaea
taxid_671990,671990,Serratia sp. FGI94,Serratia_sp_FGI94
taxid_622,622,Shigella dysenteriae,Shigella_dysenteriae
taxid_623,623,Shigella flexneri,Shigella_flexneri
taxid_624,624,Shigella sonnei,Shigella_sonnei
taxid_177972,177972,Shuttleworthia satelles,Shuttleworthia_satelles
taxid_498718,498718,Slackia equolifaciens,Slackia_equolifaciens
taxid_84109,84109,Slackia exigua,Slackia_exigua
taxid_255723,255723,Slackia faecicanis,Slackia_faecicanis
taxid_626934,626934,Slackia piriformis,Slackia_piriformis
taxid_187101,187101,Sneathia amnii,Sneathia_amnii
taxid_40543,40543,Sneathia sanguinegens,Sneathia_sanguinegens
taxid_102148,102148,Solobacterium moorei,Solobacterium_moorei
taxid_216935,216935,Spiroplasma culicicola,Spiroplasma_culicicola
taxid_44749,44749,Sporobacter termitidis,Sporobacter_termitidis
taxid_985002,985002,Staphylococcus argenteus,Staphylococcus_argenteus
taxid_29378,29378,Staphylococcus arlettae,Staphylococcus_arlettae
taxid_1280,1280,Staphylococcus aureus,Staphylococcus_aureus
taxid_29388,29388,Staphylococcus capitis,Staphylococcus_capitis
taxid_29382,29382,Staphylococcus cohnii,Staphylococcus_cohnii
taxid_1282,1282,Staphylococcus epidermidis,Staphylococcus_epidermidis
taxid_246432,246432,Staphylococcus equorum,Staphylococcus_equorum
taxid_1283,1283,Staphylococcus haemolyticus,Staphylococcus_haemolyticus
taxid_1290,1290,Staphylococcus hominis,Staphylococcus_hominis
taxid_1285,1285,Staphylococcus intermedius,Staphylococcus_intermedius
taxid_42858,42858,Staphylococcus lentus,Staphylococcus_lentus
taxid_28035,28035,Staphylococcus lugdunensis,Staphylococcus_lugdunensis
taxid_214473,214473,Staphylococcus nepalensis,Staphylococcus_nepalensis
taxid_45972,45972,Staphylococcus pasteuri,Staphylococcus_pasteuri
taxid_170573,170573,Staphylococcus pettenkoferi,Staphylococcus_pettenkoferi
taxid_283734,283734,Staphylococcus pseudintermedius,Staphylococcus_pseudintermedius
taxid_29385,29385,Staphylococcus saprophyticus,Staphylococcus_saprophyticus
taxid_1296,1296,Staphylococcus sciuri,Staphylococcus_sciuri
taxid_1286,1286,Staphylococcus simulans,Staphylococcus_simulans
taxid_1739538,1739538,Staphylococcus sp. HMSC070D05,Staphylococcus_sp_HMSC070D05
taxid_61015,61015,Staphylococcus succinus,Staphylococcus_succinus
taxid_71237,71237,Staphylococcus vitulinus,Mammaliicoccus_vitulinus
taxid_1292,1292,Staphylococcus warneri,Staphylococcus_warneri
taxid_1288,1288,Staphylococcus xylosus,Staphylococcus_xylosus
taxid_40324,40324,Stenotrophomonas maltophilia,Stenotrophomonas_maltophilia
taxid_216778,216778,Stenotrophomonas rhizophila,Stenotrophomonas_rhizophila
taxid_796942,796942,Stomatobaculum longum,Stomatobaculum_longum
taxid_1311,1311,Streptococcus agalactiae,Streptococcus_agalactiae
taxid_1328,1328,Streptococcus anginosus,Streptococcus_anginosus
taxid_113107,113107,Streptococcus australis,Streptococcus_australis
taxid_76860,76860,Streptococcus constellatus,Streptococcus_constellatus
taxid_45634,45634,Streptococcus cristatus,Streptococcus_cristatus
taxid_1317,1317,Streptococcus downei,Streptococcus_downei
taxid_1334,1334,Streptococcus dysgalactiae,Streptococcus_dysgalactiae
taxid_1336,1336,Streptococcus equi,Streptococcus_equi
taxid_1335,1335,Streptococcus equinus,Streptococcus_equinus
taxid_315405,315405,Streptococcus gallolyticus,Streptococcus_gallolyticus
taxid_1302,1302,Streptococcus gordonii,Streptococcus_gordonii
taxid_102684,102684,Streptococcus infantarius,Streptococcus_infantarius
taxid_68892,68892,Streptococcus infantis,Streptococcus_infantis
taxid_1338,1338,Streptococcus intermedius,Streptococcus_intermedius
taxid_150055,150055,Streptococcus lutetiensis,Streptococcus_lutetiensis
taxid_59310,59310,Streptococcus macedonicus,Streptococcus_macedonicus
taxid_313439,313439,Streptococcus massiliensis,Streptococcus_massiliensis
taxid_28037,28037,Streptococcus mitis,Streptococcus_mitis
taxid_1309,1309,Streptococcus mutans,Streptococcus_mutans
taxid_1303,1303,Streptococcus oralis,Streptococcus_oralis
taxid_1318,1318,Streptococcus parasanguinis,Streptococcus_parasanguinis
taxid_1348,1348,Streptococcus parauberis,Streptococcus_parauberis
taxid_197614,197614,Streptococcus pasteurianus,Streptococcus_pasteurianus
taxid_68891,68891,Streptococcus peroris,Streptococcus_peroris
taxid_1313,1313,Streptococcus pneumoniae,Streptococcus_pneumoniae
taxid_257758,257758,Streptococcus pseudopneumoniae,Streptococcus_pseudopneumoniae
taxid_1314,1314,Streptococcus pyogenes,Streptococcus_pyogenes
taxid_1304,1304,Streptococcus salivarius,Streptococcus_salivarius
taxid_1305,1305,Streptococcus sanguinis,Streptococcus_sanguinis
taxid_1310,1310,Streptococcus sobrinus,Streptococcus_sobrinus
taxid_1579348,1579348,Streptococcus sp. 1171_SSPC,Streptococcus_sp_1171_SSPC
taxid_469609,469609,Streptococcus sp. 2_1_36FAA,Streptococcus_sp_2_1_36FAA
taxid_1579343,1579343,Streptococcus sp. 263_SSPC,Streptococcus_sp_263_SSPC
taxid_1579342,1579342,Streptococcus sp. 343_SSPC,Streptococcus_sp_343_SSPC
taxid_1579341,1579341,Streptococcus sp. 400_SSPC,Streptococcus_sp_400_SSPC
taxid_1579339,1579339,Streptococcus sp. 449_SSPC,Streptococcus_sp_449_SSPC
taxid_1759399,1759399,Streptococcus sp. A12,Streptococcus_sp_A12
taxid_936576,936576,Streptococcus sp. ACS2,Streptococcus_sp_ACS2
taxid_2478956,2478956,Streptococcus sp. bf_0095,Streptococcus_sp_bf_0095
taxid_1105032,1105032,Streptococcus sp. BS35b,Streptococcus_sp_BS35b
taxid_435842,435842,Streptococcus sp. C150,Streptococcus_sp_C150
taxid_1768764,1768764,Streptococcus sp. CCH5-D3,Streptococcus_sp_CCH5_D3
taxid_1768767,1768767,Streptococcus sp. CCH8-H5,Streptococcus_sp_CCH8_H5
taxid_999425,999425,Streptococcus sp. F0442,Streptococcus_sp_F0442
taxid_1839799,1839799,Streptococcus sp. FDAARGOS_192,Streptococcus_sp_FDAARGOS_192
taxid_1715165,1715165,Streptococcus sp. HMSC057G03,Streptococcus_sp_HMSC057G03
taxid_1739421,1739421,Streptococcus sp. HMSC061E03,Streptococcus_sp_HMSC061E03
taxid_1739371,1739371,Streptococcus sp. HMSC064H09,Streptococcus_sp_HMSC064H09
taxid_1739422,1739422,Streptococcus sp. HMSC065C01,Streptococcus_sp_HMSC065C01
taxid_1739505,1739505,Streptococcus sp. HMSC065E03,Streptococcus_sp_HMSC065E03
taxid_1739397,1739397,Streptococcus sp. HMSC072C09,Streptococcus_sp_HMSC072C09
taxid_1739408,1739408,Streptococcus sp. HMSC072G04,Streptococcus_sp_HMSC072G04
taxid_1739336,1739336,Streptococcus sp. HMSC073D05,Streptococcus_sp_HMSC073D05
taxid_1715164,1715164,Streptococcus sp. HMSC074F05,Streptococcus_sp_HMSC074F05
taxid_1715183,1715183,Streptococcus sp. HMSC076C09,Streptococcus_sp_HMSC076C09
taxid_1739430,1739430,Streptococcus sp. HMSC078D09,Streptococcus_sp_HMSC078D09
taxid_1715086,1715086,Streptococcus sp. HMSC078H03,Streptococcus_sp_HMSC078H03
taxid_1739483,1739483,Streptococcus sp. HMSC078H12,Streptococcus_sp_HMSC078H12
taxid_1581080,1581080,Streptococcus sp. HMSC10E12,Streptococcus_sp_HMSC10E12
taxid_1608856,1608856,Streptococcus sp. HMSC34B10,Streptococcus_sp_HMSC34B10
taxid_1203590,1203590,Streptococcus sp. HPH0090,Streptococcus_sp_HPH0090
taxid_1156431,1156431,Streptococcus sp. I-G2,Streptococcus_sp_I_G2
taxid_1156433,1156433,Streptococcus sp. I-P16,Streptococcus_sp_I_P16
taxid_563038,563038,Streptococcus sp. M334,Streptococcus_sp_M334
taxid_1095726,1095726,Streptococcus sp. SK140,Streptococcus_sp_SK140
taxid_1095727,1095727,Streptococcus sp. SK643,Streptococcus_sp_SK643
taxid_1161417,1161417,Streptococcus sp. SR4,Streptococcus_sp_SR4
taxid_2069308,2069308,Streptococcus sp. UMB0029,Streptococcus_sp_UMB0029
taxid_2069309,2069309,Streptococcus sp. UMB1385,Streptococcus_sp_UMB1385
taxid_1307,1307,Streptococcus suis NCTC10234,Streptococcus_suis
taxid_1308,1308,Streptococcus thermophilus,Streptococcus_thermophilus
taxid_55085,55085,Streptococcus thoraltensis,Streptococcus_thoraltensis
taxid_1852387,1852387,Streptococcus timonensis,Streptococcus_timonensis
taxid_1349,1349,Streptococcus uberis,Streptococcus_uberis
taxid_1343,1343,Streptococcus vestibularis,Streptococcus_vestibularis
taxid_78535,78535,Streptococcus viridans NCTC1080,Streptococcus_viridans
taxid_665956,665956,Subdoligranulum sp. 4_3_54A2FAA,Subdoligranulum_sp_4_3_54A2FAA
taxid_2302959,2302959,Subdoligranulum sp. AF14-43,Subdoligranulum_sp_AF14_43
taxid_2302960,2302960,Subdoligranulum sp. AM16-9,Subdoligranulum_sp_AM16_9
taxid_2086273,2086273,Subdoligranulum sp. APC924/74,Subdoligranulum_sp_APC924_74
taxid_2302962,2302962,Subdoligranulum sp. OF01-18,Subdoligranulum_sp_OF01_18
taxid_214851,214851,Subdoligranulum variabile,Subdoligranulum_variabile
taxid_626938,626938,Succinatimonas hippei,Succinatimonas_hippei
taxid_40841,40841,Succiniclasticum ruminis,Succiniclasticum_ruminis
taxid_83771,83771,Succinivibrio dextrinosolvens,Succinivibrio_dextrinosolvens
taxid_437898,437898,Sutterella parvirubra,Sutterella_parvirubra
taxid_1574262,1574262,Sutterella sp. KLE1602,Sutterella_sp_KLE1602
taxid_40545,40545,Sutterella wadsworthensis,Sutterella_wadsworthensis
taxid_2754,2754,Synergistes jonesii,Synergistes_jonesii
taxid_457415,457415,Synergistes sp. 3_1_syn1,Synergistes_sp_3_1_syn1
taxid_43775,43775,Syntrophus gentianae,Syntrophus_gentianae
taxid_28112,28112,Tannerella forsythia,Tannerella_forsythia
taxid_665949,665949,Tannerella sp. 6_1_58FAA_CT1,Tannerella_sp_6_1_58FAA_CT1
taxid_36841,36841,Terrisporobacter glycolicus,Terrisporobacter_glycolicus
taxid_1577792,1577792,Terrisporobacter othiniensis 08-306576,Terrisporobacter_othiniensis
taxid_1522311,1522311,Tessaracoccus massiliensis,Tessaracoccus_massiliensis
taxid_290335,290335,Tetragenococcus koreensis,Tetragenococcus_koreensis
taxid_1510,1510,Thermoclostridium stercorarium,Thermoclostridium_stercorarium
taxid_1465825,1465825,Timonella senegalensis,Timonella_senegalensis
taxid_1230730,1230730,Tissierellia bacterium S5-A11,Sedimentibacter_Tissierellia_bacterium_S5_A11
taxid_158852,158852,Trabulsiella guamensis,Trabulsiella_guamensis
taxid_1504823,1504823,Tranquillimonas bacterium LF-3,bacterium_LF_3
taxid_158,158,Treponema denticola,Treponema_denticola
taxid_53419,53419,Treponema socranskii,Treponema_socranskii
taxid_167,167,Treponema succinifaciens,Treponema_succinifaciens
taxid_69710,69710,Treponema vincentii,Treponema_vincentii
taxid_1661,1661,Trueperella pyogenes,Trueperella_pyogenes
taxid_154288,154288,Turicibacter sanguinis,Turicibacter_sanguinis
taxid_1712675,1712675,Turicibacter sp. H121,Turicibacter_sp_H121
taxid_910310,910310,Turicibacter sp. HGF1,Turicibacter_sp_HGF1
taxid_29361,29361,Tyzzerella nexilis,Tyzzerella_nexilis
taxid_1392389,1392389,Unknown,Intestinimonas_nov_ERR1022454
taxid_33986,33986,Unknown,Exiguobacterium_nov_ERR2221364
taxid_990721,990721,Unknown,Christensenellaceae_nov_ERR1022455
taxid_47246,47246,Unknown [Clostridium] viride,Clostridium_viride
taxid_56774,56774,Unknown [Eubacterium] infirmum,Eubacterium_infirmum
taxid_469610,469610,Unknown Burkholderiales bacterium 1_1_47,Burkholderiales_bacterium_1_1_47
taxid_134821,134821,Ureaplasma parvum,Ureaplasma_parvum
taxid_2130,2130,Ureaplasma urealyticum,Ureaplasma_urealyticum
taxid_2738,2738,Vagococcus fluvialis,Vagococcus_fluvialis
taxid_1185412,1185412,Vallitalea guaymasensis,Vallitalea_guaymasensis
taxid_2078660,2078660,Vallitalea sp. S15,Vallitalea_sp_S15
taxid_184870,184870,Varibaculum cambriense,Varibaculum_cambriense
taxid_1852372,1852372,Varibaculum massiliense Marseille-P2802,Varibaculum_sp_Marseille_P2802
taxid_39777,39777,Veillonella atypica,Veillonella_atypica
taxid_248316,248316,Veillonella caviae DSM 20738,Veillonella_caviae
taxid_419208,419208,Veillonella denticariosi,Veillonella_denticariosi
taxid_39778,39778,Veillonella dispar,Veillonella_dispar
taxid_1911679,1911679,Veillonella infantium T11011-4,Veillonella_infantium
taxid_464322,464322,Veillonella magna,Veillonella_magna
taxid_187328,187328,Veillonella montpellierensis,Veillonella_montpellierensis
taxid_29466,29466,Veillonella parvula,Veillonella_parvula
taxid_103892,103892,Veillonella ratti ATCC 17746,Veillonella_ratti
taxid_248315,248315,Veillonella rodentium NCTC12018,Veillonella_rodentium
taxid_423477,423477,Veillonella rogosae JCM 15642,Veillonella_rogosae
taxid_1502943,1502943,Veillonella seminalis,Veillonella_seminalis
taxid_457416,457416,Veillonella sp. 3_1_44,Veillonella_sp_3_1_44
taxid_450749,450749,Veillonella sp. 6_1_27,Veillonella_sp_6_1_27
